   2.4606763e+06   9.8353676e-01  -3.2134549e-01  -4.1173907e-01  -2.6384812e-02
   2.4606773e+06   9.7627426e-01  -3.2226338e-01  -4.1073384e-01  -1.2469878e-02
   2.4606783e+06   9.6903002e-01  -3.2293750e-01  -4.0954810e-01   1.5061654e-03
   2.4606793e+06   9.6180733e-01  -3.2336664e-01  -4.0818531e-01   1.5541197e-02
   2.4606803e+06   9.5460939e-01  -3.2354964e-01  -4.0664923e-01   2.9633150e-02
   2.4606813e+06   9.4743936e-01  -3.2348537e-01  -4.0494391e-01   4.3780007e-02
   2.4606823e+06   9.4030032e-01  -3.2317275e-01  -4.0307366e-01   5.7979806e-02
   2.4606833e+06   9.3319528e-01  -3.2261075e-01  -4.0104310e-01   7.2230630e-02
   2.4606843e+06   9.2612715e-01  -3.2179836e-01  -3.9885717e-01   8.6530612e-02
   2.4606853e+06   9.1909878e-01  -3.2073461e-01  -3.9652112e-01   1.0087792e-01
   2.4606863e+06   9.1211289e-01  -3.1941858e-01  -3.9404052e-01   1.1527078e-01
   2.4606873e+06   9.0517213e-01  -3.1784938e-01  -3.9142131e-01   1.2970742e-01
   2.4606883e+06   8.9827904e-01  -3.1602614e-01  -3.8866974e-01   1.4418611e-01
   2.4606893e+06   8.9143603e-01  -3.1394805e-01  -3.8579247e-01   1.5870514e-01
   2.4606903e+06   8.8464541e-01  -3.1161432e-01  -3.8279650e-01   1.7326281e-01
   2.4606913e+06   8.7790934e-01  -3.0902419e-01  -3.7968923e-01   1.8785740e-01
   2.4606923e+06   8.7122988e-01  -3.0617696e-01  -3.7647846e-01   2.0248720e-01
   2.4606933e+06   8.6460892e-01  -3.0307193e-01  -3.7317240e-01   2.1715046e-01
   2.4606943e+06   8.5804822e-01  -2.9970846e-01  -3.6977969e-01   2.3184539e-01
   2.4606953e+06   8.5154937e-01  -2.9608594e-01  -3.6630940e-01   2.4657014e-01
   2.4606963e+06   8.4511380e-01  -2.9220379e-01  -3.6277104e-01   2.6132277e-01
   2.4606973e+06   8.3874279e-01  -2.8806149e-01  -3.5917460e-01   2.7610125e-01
   2.4606983e+06   8.3243740e-01  -2.8365852e-01  -3.5553050e-01   2.9090341e-01
   2.4606993e+06   8.2619853e-01  -2.7899446e-01  -3.5184968e-01   3.0572694e-01
   2.4607003e+06   8.2002688e-01  -2.7406887e-01  -3.4814353e-01   3.2056935e-01
   2.4607013e+06   8.1392294e-01  -2.6888142e-01  -3.4442397e-01   3.3542791e-01
   2.4607023e+06   8.0788697e-01  -2.6343179e-01  -3.4070338e-01   3.5029967e-01
   2.4607033e+06   8.0191905e-01  -2.5771973e-01  -3.3699467e-01   3.6518135e-01
   2.4607043e+06   7.9601897e-01  -2.5174506e-01  -3.3331124e-01   3.8006936e-01
   2.4607053e+06   7.9018632e-01  -2.4550766e-01  -3.2966698e-01   3.9495973e-01
   2.4607063e+06   7.8442044e-01  -2.3900748e-01  -3.2607629e-01   4.0984805e-01
   2.4607073e+06   7.7872038e-01  -2.3224458e-01  -3.2255404e-01   4.2472942e-01
   2.4607083e+06   7.7308495e-01  -2.2521907e-01  -3.1911557e-01   4.3959841e-01
   2.4607093e+06   7.6751267e-01  -2.1793119e-01  -3.1577665e-01   4.5444898e-01
   2.4607103e+06   7.6200180e-01  -2.1038128e-01  -3.1255350e-01   4.6927441e-01
   2.4607113e+06   7.5655027e-01  -2.0256981e-01  -3.0946268e-01   4.8406727e-01
   2.4607123e+06   7.5115576e-01  -1.9449739e-01  -3.0652113e-01   4.9881928e-01
   2.4607133e+06   7.4581561e-01  -1.8616477e-01  -3.0374605e-01   5.1352133e-01
   2.4607143e+06   7.4052688e-01  -1.7757287e-01  -3.0115488e-01   5.2816329e-01
   2.4607153e+06   7.3528629e-01  -1.6872280e-01  -2.9876519e-01   5.4273406e-01
   2.4607163e+06   7.3009028e-01  -1.5961587e-01  -2.9659463e-01   5.5722137e-01
   2.4607173e+06   7.2493496e-01  -1.5025360e-01  -2.9466083e-01   5.7161179e-01
   2.4607183e+06   7.1981612e-01  -1.4063778e-01  -2.9298124e-01   5.8589062e-01
   2.4607193e+06   7.1472927e-01  -1.3077044e-01  -2.9157305e-01   6.0004182e-01
   2.4607203e+06   7.0966959e-01  -1.2065390e-01  -2.9045304e-01   6.1404794e-01
   2.4607213e+06   7.0463197e-01  -1.1029081e-01  -2.8963737e-01   6.2789007e-01
   2.4607223e+06   6.9961103e-01  -9.9684145e-02  -2.8914147e-01   6.4154781e-01
   2.4607233e+06   6.9460112e-01  -8.8837253e-02  -2.8897979e-01   6.5499917e-01
   2.4607243e+06   6.8959634e-01  -7.7753870e-02  -2.8916561e-01   6.6822065e-01
   2.4607253e+06   6.8459054e-01  -6.6438151e-02  -2.8971078e-01   6.8118715e-01
   2.4607263e+06   6.7957740e-01  -5.4894697e-02  -2.9062551e-01   6.9387205e-01
   2.4607273e+06   6.7455042e-01  -4.3128581e-02  -2.9191810e-01   7.0624724e-01
   2.4607283e+06   6.6950296e-01  -3.1145372e-02  -2.9359466e-01   7.1828321e-01
   2.4607293e+06   6.6442827e-01  -1.8951160e-02  -2.9565884e-01   7.2994917e-01
   2.4607303e+06   6.5931958e-01  -6.5525749e-03  -2.9811156e-01   7.4121319e-01
   2.4607313e+06   6.5417010e-01   6.0431939e-03  -3.0095073e-01   7.5204239e-01
   2.4607323e+06   6.4897309e-01   1.8828384e-02  -3.0417101e-01   7.6240321e-01
   2.4607333e+06   6.4372192e-01   3.1794648e-02  -3.0776354e-01   7.7226166e-01
   2.4607343e+06   6.3841015e-01   4.4933052e-02  -3.1171573e-01   7.8158362e-01
   2.4607353e+06   6.3303155e-01   5.8234075e-02  -3.1601111e-01   7.9033526e-01
   2.4607363e+06   6.2758023e-01   7.1687614e-02  -3.2062914e-01   7.9848337e-01
   2.4607373e+06   6.2205065e-01   8.5283003e-02  -3.2554515e-01   8.0599586e-01
   2.4607383e+06   6.1643773e-01   9.9009032e-02  -3.3073032e-01   8.1284218e-01
   2.4607393e+06   6.1073691e-01   1.1285398e-01  -3.3615172e-01   8.1899383e-01
   2.4607403e+06   6.0494423e-01   1.2680565e-01  -3.4177242e-01   8.2442482e-01
   2.4607413e+06   5.9905637e-01   1.4085142e-01  -3.4755167e-01   8.2911219e-01
   2.4607423e+06   5.9307075e-01   1.5497830e-01  -3.5344525e-01   8.3303645e-01
   2.4607433e+06   5.8698555e-01   1.6917299e-01  -3.5940573e-01   8.3618207e-01
   2.4607443e+06   5.8079980e-01   1.8342196e-01  -3.6538303e-01   8.3853783e-01
   2.4607453e+06   5.7451340e-01   1.9771151e-01  -3.7132483e-01   8.4009719e-01
   2.4607463e+06   5.6812715e-01   2.1202788e-01  -3.7717722e-01   8.4085858e-01
   2.4607473e+06   5.6164278e-01   2.2635730e-01  -3.8288533e-01   8.4082553e-01
   2.4607483e+06   5.5506297e-01   2.4068613e-01  -3.8839397e-01   8.4000683e-01
   2.4607493e+06   5.4839134e-01   2.5500088e-01  -3.9364839e-01   8.3841651e-01
   2.4607503e+06   5.4163244e-01   2.6928837e-01  -3.9859491e-01   8.3607371e-01
   2.4607513e+06   5.3479170e-01   2.8353578e-01  -4.0318166e-01   8.3300255e-01
   2.4607523e+06   5.2787546e-01   2.9773073e-01  -4.0735925e-01   8.2923174e-01
   2.4607533e+06   5.2089086e-01   3.1186137e-01  -4.1108131e-01   8.2479428e-01
   2.4607543e+06   5.1384581e-01   3.2591646e-01  -4.1430511e-01   8.1972695e-01
   2.4607553e+06   5.0674891e-01   3.3988538e-01  -4.1699199e-01   8.1406978e-01
   2.4607563e+06   4.9960939e-01   3.5375825e-01  -4.1910773e-01   8.0786552e-01
   2.4607573e+06   4.9243706e-01   3.6752592e-01  -4.2062288e-01   8.0115897e-01
   2.4607583e+06   4.8524214e-01   3.8118004e-01  -4.2151288e-01   7.9399640e-01
   2.4607593e+06   4.7803529e-01   3.9471303e-01  -4.2175822e-01   7.8642492e-01
   2.4607603e+06   4.7082742e-01   4.0811814e-01  -4.2134439e-01   7.7849185e-01
   2.4607613e+06   4.6362968e-01   4.2138943e-01  -4.2026182e-01   7.7024419e-01
   2.4607623e+06   4.5645333e-01   4.3452175e-01  -4.1850570e-01   7.6172804e-01
   2.4607633e+06   4.4930967e-01   4.4751073e-01  -4.1607576e-01   7.5298816e-01
   2.4607643e+06   4.4221001e-01   4.6035276e-01  -4.1297598e-01   7.4406750e-01
   2.4607653e+06   4.3516553e-01   4.7304493e-01  -4.0921422e-01   7.3500692e-01
   2.4607663e+06   4.2818725e-01   4.8558504e-01  -4.0480193e-01   7.2584480e-01
   2.4607673e+06   4.2128598e-01   4.9797151e-01  -3.9975371e-01   7.1661691e-01
   2.4607683e+06   4.1447227e-01   5.1020336e-01  -3.9408690e-01   7.0735616e-01
   2.4607693e+06   4.0775634e-01   5.2228014e-01  -3.8782124e-01   6.9809254e-01
   2.4607703e+06   4.0114806e-01   5.3420190e-01  -3.8097847e-01   6.8885309e-01
   2.4607713e+06   3.9465694e-01   5.4596914e-01  -3.7358192e-01   6.7966182e-01
   2.4607723e+06   3.8829205e-01   5.5758273e-01  -3.6565618e-01   6.7053985e-01
   2.4607733e+06   3.8206208e-01   5.6904389e-01  -3.5722680e-01   6.6150541e-01
   2.4607743e+06   3.7597523e-01   5.8035414e-01  -3.4831996e-01   6.5257396e-01
   2.4607753e+06   3.7003928e-01   5.9151525e-01  -3.3896218e-01   6.4375836e-01
   2.4607763e+06   3.6426158e-01   6.0252918e-01  -3.2918014e-01   6.3506899e-01
   2.4607773e+06   3.5864899e-01   6.1339805e-01  -3.1900041e-01   6.2651391e-01
   2.4607783e+06   3.5320794e-01   6.2412412e-01  -3.0844929e-01   6.1809904e-01
   2.4607793e+06   3.4794442e-01   6.3470973e-01  -2.9755266e-01   6.0982832e-01
   2.4607803e+06   3.4286399e-01   6.4515728e-01  -2.8633584e-01   6.0170393e-01
   2.4607813e+06   3.3797176e-01   6.5546921e-01  -2.7482350e-01   5.9372640e-01
   2.4607823e+06   3.3327247e-01   6.6564793e-01  -2.6303955e-01   5.8589483e-01
   2.4607833e+06   3.2877043e-01   6.7569587e-01  -2.5100708e-01   5.7820703e-01
   2.4607843e+06   3.2446958e-01   6.8561538e-01  -2.3874834e-01   5.7065970e-01
   2.4607853e+06   3.2037350e-01   6.9540879e-01  -2.2628470e-01   5.6324853e-01
   2.4607863e+06   3.1648539e-01   7.0507831e-01  -2.1363660e-01   5.5596839e-01
   2.4607873e+06   3.1280815e-01   7.1462610e-01  -2.0082358e-01   5.4881343e-01
   2.4607883e+06   3.0934432e-01   7.2405420e-01  -1.8786426e-01   5.4177720e-01
   2.4607893e+06   3.0609616e-01   7.3336455e-01  -1.7477637e-01   5.3485277e-01
   2.4607903e+06   3.0306563e-01   7.4255896e-01  -1.6157675e-01   5.2803281e-01
   2.4607913e+06   3.0025442e-01   7.5163914e-01  -1.4828138e-01   5.2130969e-01
   2.4607923e+06   2.9766396e-01   7.6060664e-01  -1.3490542e-01   5.1467558e-01
   2.4607933e+06   2.9529541e-01   7.6946293e-01  -1.2146321e-01   5.0812249e-01
   2.4607943e+06   2.9314973e-01   7.7820929e-01  -1.0796834e-01   5.0164234e-01
   2.4607953e+06   2.9122764e-01   7.8684691e-01  -9.4433634e-02   4.9522703e-01
   2.4607963e+06   2.8952966e-01   7.9537682e-01  -8.0871245e-02   4.8886849e-01
   2.4607973e+06   2.8805609e-01   8.0379994e-01  -6.7292644e-02   4.8255870e-01
   2.4607983e+06   2.8680708e-01   8.1211704e-01  -5.3708674e-02   4.7628977e-01
   2.4607993e+06   2.8578259e-01   8.2032877e-01  -4.0129585e-02   4.7005392e-01
   2.4608003e+06   2.8498241e-01   8.2843565e-01  -2.6565061e-02   4.6384356e-01
